city;guests;days;checkin;checkout;kind;title;stars;services[];score;n_comments;location;km_center;page;address;coord_lng;coord_lat;location_tag;location_score;location_comments;url;room;price;discount;facilities[];
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Catalonia Majórica;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8;641;Palma de Mallorca;2.8;1;Garita, 3, 07015 Palma de Mallorca, España;2.62218386;39.5560246;excelente;7.5;2385;;Habitación Doble - 2 camas;174;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hostal;Apuntadores 8;No-info;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];10;457;Centro histórico de Palma, Palma de Mallorca;0.3;1;Apuntadores, 8, 07012 Palma de Mallorca, España;2.64565587;39.56893592;excelente;8;1352;;Habitación Doble - 1 o 2 camas;59;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;HM Balanguera;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];9.5;1630;Palma de Mallorca;1.1;1;Balanguera, 37, 07011 Palma de Mallorca, España;2.64188871;39.57972074;No-info;8.5;2887;;Habitación Doble - 1 o 2 camas;177;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Castillo Hotel Son Vida, a Luxury Collection Hotel, Mallorca - Adults Only;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8.5;1452;Palma de Mallorca;5;1;Carrer Raixa, 2, 07013 Palma de Mallorca, España;2.59554952;39.59240339;excelente;7;2243;;Habitación Doble - 2 camas;48;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Meliá Palma Marina;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];5.5;2673;Palma de Mallorca;1.9;1;Paseo Maritimo, 29, 07014 Palma de Mallorca, España;2.62731761;39.56352272;No-info;8;1324;;Habitación Doble - 2 camas;40;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;HM Jaime III;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8.5;2853;Centro histórico de Palma, Palma de Mallorca;0.45;1;Paseo Mallorca, 14b, 07012 Palma de Mallorca, España;2.64263839;39.57299244;excelente;9.5;1728;;Suite Junior;189;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Victoria Gran Meliá;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7.5;971;Palma de Mallorca;2;1;Avenida Joan Miró, 21, 07014 Palma de Mallorca, España;2.62615889;39.563989;excelente;5.5;598;;Suite;162;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Almudaina;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];9;698;Centro histórico de Palma, Palma de Mallorca;0.25;1;Avda. Jaime III, 9, 07012 Palma de Mallorca, España;2.64474526;39.57215924;excelente;6.5;1138;;Suite;113;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Nixe Palace;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];9;283;Cala Major, Palma de Mallorca;4;1;Avenida Joan Miro, 269, Cala Major, 07015 Palma de Mallorca, España;2.60825247;39.55236623;excelente;6;1075;;Habitación Doble con baño compartido;154;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Innside by Melia Palma Center;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];6.5;2854;Centro histórico de Palma, Palma de Mallorca;0.75;1;Font I Monteros, 23, 07003 Palma de Mallorca, España;2.65020758;39.57734436;excelente;7.5;1713;;Habitación Doble con baño compartido;169;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Innside by Melia Palma Center;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8.5;2666;Centro histórico de Palma, Palma de Mallorca;0.75;2;Font I Monteros, 23, 07003 Palma de Mallorca, España;2.65020758;39.57734436;excelente;7;705;;Suite;186;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Feliz;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];9;1743;Palma de Mallorca;2.3;2;Joan Miro, 74, 07015 Palma de Mallorca, España;2.62470379;39.56086663;excelente;10;155;;Habitación Doble - 1 o 2 camas;154;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Isla Mallorca & Spa;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7.5;2016;Palma de Mallorca;1.7;2;Pilar Juncosa, 7, 07014 Palma de Mallorca, España;2.62769446;39.56923676;excelente;8.5;1853;;Habitación Doble - 2 camas;95;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Be Live Adults Only La Cala Boutique Hotel;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];5;2886;Cala Major, Palma de Mallorca;4.1;2;Gavina, 4, Cala Major, 07015 Palma de Mallorca, España;2.60572314;39.55275296;excelente;8;655;;Habitación Doble - 1 o 2 camas;171;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Sheraton Mallorca Arabella Golf Hotel;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];6.5;1355;Palma de Mallorca;4.5;2;Carrer de la Vinagrella, s/n, 07013 Palma de Mallorca, España;2.59925365;39.58692175;excelente;No-info;No-info;;Suite Junior;105;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Continental Palma;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8.5;635;Santa Catalina, Palma de Mallorca;0.7;2;Industria, 10, Santa Catalina, 07013 Palma de Mallorca, España;2.63980865;39.57376361;excelente;6.5;1265;;Habitación Doble - 1 o 2 camas;200;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Costa Azul;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];6;774;Palma de Mallorca;1.3;2;Avenida Gabriel Roca, 7, 07014 Palma de Mallorca, España;2.63224348;39.56865783;excelente;5;2978;;Suite Junior;51;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Brondo Architect Hotel;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8;548;Centro histórico de Palma, Palma de Mallorca;0.1;2;Brondo, 4, 07001 Palma de Mallorca, España;2.64771312;39.5710986;excelente;10;182;;Habitación Doble - 1 o 2 camas;191;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Ars Magna Bleisure Hotel;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7;2495;Palma de Mallorca;0.95;2;12 Carrer de Blanquerna, 07003 Palma de Mallorca, España;2.65072;39.578989;excelente;9.5;2943;;Habitación Doble - 2 camas;92;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;GPRO Valparaiso Palace & Spa;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];9;2868;Palma de Mallorca;3;2;Francisco Vidal Sureda 23, 07015 Palma de Mallorca, España;2.61956602;39.55528426;excelente;8;1166;;Suite Junior;72;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Can Bordoy Grand House & Garden;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];5.5;1876;Centro histórico de Palma, Palma de Mallorca;0.3;2;5 Carrer Forn de la Glòria, 07012 Palma de Mallorca, España;2.644842;39.569569;excelente;6.5;1355;;Habitación Doble con baño compartido;148;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Es Princep - The Leading Hotels of the World;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7;1053;Centro histórico de Palma, Palma de Mallorca;0.95;2;Carrer Bala Roja, 1, 07001 Palma de Mallorca, España;2.6552496;39.5656417;excelente;10;154;;Habitación Doble con baño compartido;74;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Purohotel Palma;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7.5;1984;Centro histórico de Palma, Palma de Mallorca;0.25;2;Montenegro, 12, 07012 Palma de Mallorca, España;2.64525153;39.56937177;excelente;7.5;480;;Suite Junior;147;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Antigua Palma - Casa Noble;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];6.5;646;Centro histórico de Palma, Palma de Mallorca;0.55;2;Carrer del Sol 1, 07001 Palma de Mallorca, España;2.65172;39.568172;excelente;6.5;541;;Habitación Doble - 2 camas;120;€;0;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Convent de la Missio;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];8.5;2895;Centro histórico de Palma, Palma de Mallorca;0.5;2;Missio, 7 A, 07003 Palma de Mallorca, España;2.65137601;39.5737351;excelente;9.5;2103;;Habitación Doble con baño compartido;158;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;BO Hotel Palma;4;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];7.5;964;Centro histórico de Palma, Palma de Mallorca;0.35;2;Jaume Ferrer, 2, 07012 Palma de Mallorca, España;2.6448696;39.5686593;excelente;No-info;No-info;;Habitación Doble con baño compartido;124;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;El Llorenc Parc de la Mar - Adults Only (+16);5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];5.5;244;Centro histórico de Palma, Palma de Mallorca;0.85;2;Plaça de Llorenç Villalonga 4, 07001 Palma de Mallorca, España;2.65301;39.56571;excelente;7;2043;;Suite;158;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
"Palma de Mallorca;2;2;01/11/2021;02/11/2021;Hotel;Hotel Cappuccino - Palma;5;['1 piscina', 'Bar', 'Centro de fitness', 'Muy buen desayuno', 'Restaurante', 'Situado frente a la playa', 'Spa y centro de bienestar', 'WiFi en todo el alojamiento'];6.5;242;Centro histórico de Palma, Palma de Mallorca;0.35;2;Plaza de Cort , 07001 Palma de Mallorca, España;2.65011328;39.56943486;excelente;9.5;1265;;Suite;42;€;1;['20 m²', 'Aire acondicionado', 'Balcón', 'Baño en la habitación', 'Cafetera', 'Minibar', 'TV de pantalla plana', 'Vistas al mar', 'WiFi gratis']"
